timestamp,master_1,master_2,master_3,master_4,master_5,master_6,follower_1,follower_2,follower_3,follower_4,follower_5,follower_6
1752381615.5306795,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.5416813,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.552683,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.5636864,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.5746896,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.5856915,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.5966945,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.6076963,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.619204,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.6302097,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.6412122,1661,845,2505,2693,1890,451,2125,634,2355,2553,2034,1019
1752381615.6522138,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.6632178,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.674219,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.684221,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.6962235,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.707226,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.7182286,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.7290323,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.740096,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.750741,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.761016,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.7712932,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.7812955,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.7922974,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.8033,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.8143027,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
1752381615.8253047,1661,845,2505,2694,1890,451,2125,634,2355,2554,2034,1019
